anexo;archivo_pdf;pagina_pdf;pagina_impresa;nivel_gobierno;codigo_pliego;pliego;departamento;provincia;distrito;categoria_presupuestal;programa_presupuestal;producto;codigo_partida;tipo_partida;concepto;monto_soles;alcance_territorial;base_no_duplicada;nota;cuadra_el_pliego;diferencia_del_pliego
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5000085;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS;64086;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5000276;Actividad;GESTION DEL PROGRAMA;1831499;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5003032;Actividad;SEGUIMIENTO Y EVALUACION DEL PROGRAMA;1894569;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004279;Actividad;MONITOREO,SUPERVISION Y EVALUACION DE PRODUCTOS Y ACTIVIDADES EN GESTION DE RIESGO DE DESASTRES;10247;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004280;Actividad;DESARROLLO DE INSTRUMENTOS ESTRATEGICOS PARA LA GESTION DEL RIESGO DE DESASTRES;4635;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004389;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS EN SALUD MATERNO NEONATAL;4333;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004424;Actividad;VIGILANCIA, INVESTIGACION Y TECNOLOGIAS EN NUTRICION;13214;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004425;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS EN NUTRICION;39812;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004426;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL DEL PROGRAMA ARTICULADO NUTRICIONAL;86157;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004430;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE LA SALUD MATERNO NEONATAL;1589770;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004433;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH/SIDA - TUBERCULOSIS;62776;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004434;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS VIH/SIDA Y TUBERCULOSIS;13541;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004441;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE PREVENCION Y CONTROL DEL CANCER;160978;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004442;Actividad;DESARROLLO DE NORMAS Y GULAS TECNICAS EN PREVENCION Y CONTROL DEL CANCER;7453;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004451;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS EN METAXENICAS Y ZOONOSIS;7482;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004452;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRANSMISIBLES;20909;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004453;Actividad;DESARROLLO DE NORMAS Y GULAS TECNICAS EN ENFERMEDADES NO TRANSMISIBLES;10408;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5005138;Actividad;MONITOREO, SUPERVISION Y EVALUACION DEL PROGRAMA PRESUPUESTAL;4802;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5005139;Actividad;ASISTENCIA TECNICA Y CAPACITACION;9080;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5005183;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL DEL PROGRAMA EN SALUD MENTAL;169573;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5005184;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS PARA EL ABORDAJE DE TRASTORNOS MENTALES Y PROBLEMAS DE PSICOSOCIALES;20317;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5005185;Actividad;ACOMPAÑAMIENTO CLINICO PSICOSOCIAL;4123;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5005609;Actividad;ASISTENCIA TECNICA Y ACOMPAÑAMIENTO EN GESTION DEL RIESGO DE DESASTRES;13606;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000002 POBLACION INFORMADA SOBRE SALUD SEXUAL, SALUD REPRODUCTIVA Y METODOS DE PLANIFICACION FAMILIAR;5000059;Actividad;BRINDAR INFORMACION SOBRE SALUD SEXUAL, SALUD REPRODUCTIVA Y METODOS DE PLANIFICACION FAMILIAR;17500;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000004 MUJER TAMIZADA EN CANCER DE CUELLO UTERINO;5006002;Actividad;TAMIZAJE CON PAPANICOLAOU PARA DETECCION DE CANCER DE CUELLO UTERINO;1394960;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000004 MUJER TAMIZADA EN CANCER DE CUELLO UTERINO;5006003;Actividad;TAMIZAJE CON INSPECCION VISUAL CON ACIDO ACETICO PARA DETECCION DE CANCER DE CUELLO UTERINO;5194;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000005 ADOLESCENTES ACCEDEN A SERVICIOS DE SALUD PARA PREVENCION DEL EMBARAZO;5000058;Actividad;BRINDAR SERVICIOS DE SALUD PARA PREVENCION DEL EMBARAZO A ADOLESCENTES;8000;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;54;784;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000011 TAMIZAJE Y DIAGNOSTICO DE PACIENTES CON CATARATAS;5000109;Actividad;EVALUACION DE TAMIZAJE Y DIAGNOSTICO DE PACIENTES CON CATARATAS;4948;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000012 TRATAMIENTO Y CONTROL DE PACIENTES CON CATARATAS;5000110;Actividad;BRINDAR TRATAMIENTO A PACIENTES CON DIAGNOSTICO DE CATARATAS;127801;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000013 TAMIZAJE Y DIAGNOSTICO DE PACIENTES CON ERRORES REFRACTIVOS;5000111;Actividad;EXAMENES DE TAMIZAJE Y DIAGNOSTICO DE PERSONAS CON ERRORES REFRACTIVOS;4991;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000014 TRATAMIENTO Y CONTROL DE PACIENTES CON ERRORES REFRACTIVOS;5000112;Actividad;BRINDAR TRATAMIENTO A PACIENTES CON DIAGNOSTICO DE ERRORES REFRACTIVOS;15100;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000015 VALORACION CLINICA Y TAMIZAJE LABORATORIAL DE ENFERMEDADES CRONICAS NO TRANSMISIBLES;5000113;Actividad;EVALUACION CLINICA Y TAMIZAJE LABORATORIAL DE PERSONAS CON RIESGO DE PADECER ENFERMEDADES CRONICAS NO TRANSMISIBLES;4528269;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000016 TRATAMIENTO Y CONTROL DE PERSONAS CON HIPERTENSION ARTERIAL;5000114;Actividad;BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE HIPERTENSION ARTERIAL;163666;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000017 TRATAMIENTO Y CONTROL DE PERSONAS CON DIABETES;5000115;Actividad;BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE DIABETES MELLITUS;123037;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000065 ACTORES DE LA CADENA AGROALIMENTARIA APLICANDO BUENAS PRACTICAS DE PRODUCCION, HIGIENE, PROCESAMIENTO, ALMACENAMIENTO Y DISTRIBUCION;5001311;Actividad;VIGILANCIA SANITARIA DE ALIMENTOS AGROPECUARIOS PRIMARIOS Y PIENSOS;15900;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000132 CAMINO DEPARTAMENTAL CON MANTENIMIENTO VIAL;5001449;Actividad;MANTENIMIENTO RUTINARIO DE LA RED VIAL DEPARTAMENTAL NO PAVIMENTADA;10000;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000143 USUARIO DE LA VIA CON MAYOR CONOCIMIENTO DE SEGURIDAD VIAL;5001487;Actividad;CAPACITACION EN SEGURIDAD VIAL A CONDUCTORES INFRACTORES;1485;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000143 USUARIO DE LA VIA CON MAYOR CONOCIMIENTO DE SEGURIDAD VIAL;5001488;Actividad;CAMPAÑAS DE SENSIBILIZACION A LA COMUNIDAD SOBRE SEGURIDAD Y EDUCACION VIAL;950;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000143 USUARIO DE LA VIA CON MAYOR CONOCIMIENTO DE SEGURIDAD VIAL;5001489;Actividad;CAPACITACION A USUARIOS DE LAS VIAS EN TEMAS DE EDUCACION EN SEGURIDAD VIAL;5000;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000361 FAMILIAS SALUDABLES CON CONOCIMIENTO DE LA PREVENCION DEL CANCER DE CUELLO UTERINO, MAMA, ESTOMAGO, PROSTATA, PULMON COLON, RECTO, HIGADO,;5005998;Actividad;CAPACITACION A ACTORES SOCIALES PARA LA PROMOCION DE PRACTICAS Y ENTORNOS SALUDABLES PARA LA PREVENCION DEL CANCER EN FAMILIAS;8714;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000365 ATENCION DEL CANCER DE CUELLO UTERINO PARA EL ESTADIAJE Y TRATAMIENTO;5006012;Actividad;DIAGNOSTICO DEL CANCER DE CUELLO UTERINO;1000;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000366 ATENCION DEL CANCER DE MAMA PARA EL ESTADIAJE Y TRATAMIENTO;5006014;Actividad;DIAGNOSTICO DEL CANCER DE MAMA;375852;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000366 ATENCION DEL CANCER DE MAMA PARA EL ESTADIAJE Y TRATAMIENTO;5006015;Actividad;TRATAMIENTO DEL CANCER DE MAMA;190093;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000367 ATENCION DEL CANCER DE ESTOMAGO PARA EL ESTADIAJE Y TRATAMIENTO;5006016;Actividad;DIAGNOSTICO DEL CANCER DE ESTOMAGO;140529;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;55;785;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000368 ATENCION DEL CANCER DE PROSTATA PARA EL DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006018;Actividad;DIAGNOSTICO DEL CANCER DE PROSTATA;1000;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000369 ATENCION DEL CANCER DE PULMON QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006020;Actividad;DIAGNOSTICO DEL CANCER DE PULMON;1000;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000370 ATENCION DEL CANCER DE COLON Y RECTO QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006022;Actividad;DIAGNOSTICO DEL CANCER DE COLON Y RECTO;1000;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000371 ATENCION DEL CANCER DE HIGADO QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006024;Actividad;DIAGNOSTICO DEL CANCER DE HIGADO;500;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000373 ATENCION DE LA LINFOMA QUE INCLUYE: DIAGNOSTICO Y TRATAMIENTO;5006028;Actividad;DIAGNOSTICO DE LINFOMA;1000;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000374 ATENCION DEL CANCER DE PIEL NO MELANOMAS QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006030;Actividad;DIAGNOSTICO DEL CANCER DE PIEL NO MELANOMA;1000;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000380 PRODUCTORES AGRICOLAS CON MENOR PRESENCIA DE PLAGAS PRIORIZADAS;5000189;Actividad;CONTROL Y/0 ERRADICACION DE PLAGAS PRIORIZADAS;18400;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000384 AREAS FORESTALES RECUPERADAS QUE CUENTEN CON UN ADECUADO MANEJO FORESTAL Y DE FAUNA SILVESTRE;5004420;Actividad;RECUPERACION DE AREAS FORESTALES DEGRADADAS O ALTERADAS;66800;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000384 AREAS FORESTALES RECUPERADAS QUE CUENTEN CON UN ADECUADO MANEJO FORESTAL Y DE FAUNA SILVESTRE;5004422;Actividad;SENSIBILIZACION A LA POBLACION SOBRE EL USO ADECUADO DE TIERRAS FORESTALES, BOSQUES NATURALES, ECOSISTEMAS FORESTALES, BUEN MANEJO DE;1500;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000385 INSTITUCIONES EDUCATIVAS CON CONDICIONES PARA EL CUMPLIMIENTO DE HORAS LECTIVAS NORMADAS;5005628;Actividad;CONTRATACION OPORTUNA Y PAGO DEL PERSONAL DOCENTE Y PROMOTORAS DE LAS INSTITUCIONES EDUCATIVAS DE EDUCACION BASICA REGULAR;134295136;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000385 INSTITUCIONES EDUCATIVAS CON CONDICIONES PARA EL CUMPLIMIENTO DE HORAS LECTIVAS NORMADAS;5005629;Actividad;CONTRATACION OPORTUNA Y PAGO DEL PERSONAL ADMINISTRATIVO Y DE APOYO DE LAS INSTITUCIONES EDUCATIVAS DE EDUCACION BASICA REGULAR;14337395;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000385 INSTITUCIONES EDUCATIVAS CON CONDICIONES PARA EL CUMPLIMIENTO DE HORAS LECTIVAS NORMADAS;5005943;Actividad;MANTENIMIENTO Y OPERACION DE LOCALES ESCOLARES DE INSTITUCIONES EDUCATIVAS DE EDUCACION BASICA REGULAR CON CONDICIONES ADECUADAS;2830908;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000387 ESTUDIANTES DE EDUCACION BASICA REGULAR CUENTAN CON MATERIALES EDUCATIVOS NECESARIOS PARA EL LOGRO DE LOS ESTANDARES DE APRENDIZAJES;5005642;Actividad;DOTACION DE MATERIAL Y RECURSOS EDUCATIVOS PARA ESTUDIANTES DE EDUCACION BASICA REGULAR;26189;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000387 ESTUDIANTES DE EDUCACION BASICA REGULAR CUENTAN CON MATERIALES EDUCATIVOS NECESARIOS PARA EL LOGRO DE LOS ESTANDARES DE APRENDIZAJES;5005643;Actividad;DOTACION DE MATERIAL Y RECURSOS EDUCATIVOS PARA ESTUDIANTES DE EDUCACION INTERCULTURAL BILINGÜE;7276;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000387 ESTUDIANTES DE EDUCACION BASICA REGULAR CUENTAN CON MATERIALES EDUCATIVOS NECESARIOS PARA EL LOGRO DE LOS ESTANDARES DE APRENDIZAJES;5005644;Actividad;DOTACION DE MATERIAL Y RECURSOS EDUCATIVOS PARA DOCENTES Y AULAS DE EDUCACION BASICA REGULAR;43147;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000387 ESTUDIANTES DE EDUCACION BASICA REGULAR CUENTAN CON MATERIALES EDUCATIVOS NECESARIOS PARA EL LOGRO DE LOS ESTANDARES DE APRENDIZAJES;5005645;Actividad;DOTACION DE MATERIAL Y RECURSOS EDUCATIVOS PARA DOCENTES Y AULAS DE EDUCACION INTERCULTURAL BILINGÜE;13718;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000387 ESTUDIANTES DE EDUCACION BASICA REGULAR CUENTAN CON MATERIALES EDUCATIVOS NECESARIOS PARA EL LOGRO DE LOS ESTANDARES DE APRENDIZAJES;5005646;Actividad;DOTACION DE MATERIAL FUNGIBLE PARA AULAS DE INSTITUCIONES EDUCATIVAS DE EDUCACION BASICA REGULAR Y EDUCACION INTERCULTURAL BILINGUE;50000;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000387 ESTUDIANTES DE EDUCACION BASICA REGULAR CUENTAN CON MATERIALES EDUCATIVOS NECESARIOS PARA EL LOGRO DE LOS ESTANDARES DE APRENDIZAJES;5005647;Actividad;DOTACION DE MATERIAL Y RECURSOS EDUCATIVOS PARA INSTITUCIONES EDUCATIVAS DE EDUCACION BASICA REGULAR;2880;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000476 VEHICULO HABILITADO PARA EL SERVICIO DE TRANSPORTE DE PERSONAS Y MERCANCIAS;5003405;Actividad;HABILITACIONES OTORGADAS PARA EL SERVICIO DE TRANSPORTE REGIONAL TERRESTRE DE PERSONAS;2700;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000477 TRANSPORTISTA QUE PRESTA SERVICIO DE TRANSPORTE TERRESTRE Y ENTIDADES COMPLEMENTARIAS AUTORIZADOS;5003412;Actividad;OTORGAMIENTO DE AUTORIZACION PARA EL SERVICIO DE TRANSPORTE REGIONAL TERRESTRE DE PERSONAS;3200;Localizada en Moquegua;Sí;;Sí;0
6;ANEXO-6-2;56;786;Gobierno regional;455;GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA;Moquegua;;;Programas presupuestales;;3000478 SERVICIOS DE TRANSPORTE TERRESTRE Y COMPLEMENTARIOS FISCALIZADOS;5003418;Actividad;FISCALIZACION AL SERVICIO DE TRANSPORTE TERRESTRE DE PERSONAS;6220;Localizada en Moquegua;Sí;;Sí;0
