anexo;archivo_pdf;pagina_pdf;pagina_impresa;nivel_gobierno;codigo_pliego;pliego;departamento;provincia;distrito;categoria_presupuestal;programa_presupuestal;producto;codigo_partida;tipo_partida;concepto;fuente_financiamiento;monto_soles;alcance_territorial;base_no_duplicada;nota;cuadra_el_pliego;diferencia_del_pliego
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5000085;Actividad;MONITORED, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS;;2017546;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5000276;Actividad;GESTION DEL PROGRAMA;;3407495;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5002829;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ATENCION PRE HOSPITALARIA Y EMERGENCIAS;;2006;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004279;Actividad;MONITOREO,SUPERVISION Y EVALUACION DE PRODUCTOS Y ACTIVIDADES EN GESTION DE RIESGO DE DESASTRES;;1307917;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004280;Actividad;DESARROLLO DE INSTRUMENTOS ESTRATEGICOS PARA LA GESTION DEL RIESGO DE DESASTRES;;431327;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004389;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS EN SALUD MATERNO NEONATAL;;10406;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004424;Actividad;VIGILANCIA, INVESTIGACION Y TECNOLOGIAS EN NUTRICION;;2662779;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004425;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS EN NUTRICION;;5076;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004426;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL DEL PROGRAMA ARTICULADO NUTRICIONAL;;6885834;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004430;Actividad;MONITORED, SUPERVISION, EVALUACION Y CONTROL DE LA SALUD MATERNO NEONATAL;;8762701;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004433;Actividad;MONITORED, SUPERVISION, EVALUACION Y CONTROL DE VIH/SIDA - TUBERCULOSIS;;2419378;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004434;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS VIH/SIDA Y TUBERCULOSIS;;489290;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004441;Actividad;MONITORED, SUPERVISION, EVALUACION Y CONTROL DE PREVENCION Y CONTROL DEL CANCER;;1081748;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004442;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS EN PREVENCION Y CONTROL DEL CANCER;;120601;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004451;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS EN METAXENICAS Y ZOONOSIS;;108740;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004452;Actividad;MONITORED, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRANSMISIBLES;;1421354;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5004453;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRANSMISIBLES;;5596;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5005138;Actividad;MONITORED, SUPERVISION Y EVALUACION DEL PROGRAMA PRESUPUESTAL;;367423;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5005139;Actividad;ASISTENCIA TECNICA Y CAPACITACION;;288666;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5005145;Actividad;MONITORED, SUPERVISION, EVALUACION Y CONTROL DEL PROGRAMA PRESUPUESTAL;;1252678;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5005183;Actividad;MONITORED, SUPERVISION, EVALUACION Y CONTROL DEL PROGRAMA EN SALUD MENTAL;;3202236;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5005184;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS PARA EL ABORDAJE DE TRASTORNOS MENTALES Y PROBLEMAS DE PSICOSOCIALES;;74600;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000001 ACCIONES COMUNES;5005185;Actividad;ACOMPAÑAMIENTO CLINICO PSICOSOCIAL;;836733;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000002 POBLACION INFORMADA SOBRE SALUD SEXUAL, SALUD REPRODUCTIVA Y METODOS DE PLANIFICACION FAMILIAR;5000059;Actividad;BRINDAR INFORMACION SOBRE SALUD SEXUAL, SALUD REPRODUCTIVA Y METODOS DE PLANIFICACION FAMILIAR;;2509726;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000004 MUJER TAMIZADA EN CANCER DE CUELLO UTERINO;5006002;Actividad;TAMIZAJE CON PAPANICOLAOU PARA DETECCION DE CANCER DE CUELLO UTERINO;;2688832;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000004 MUJER TAMIZADA EN CANCER DE CUELLO UTERINO;5006003;Actividad;TAMIZAJE CON INSPECCION VISUAL CON ACIDO ACETICO PARA DETECCION DE CANCER DE CUELLO UTERINO;;1128993;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000004 MUJER TAMIZADA EN CANCER DE CUELLO UTERINO;5006004;Actividad;DETECCION MOLECULAR DE VIRUS PAPILOMA HUMANO;;15247;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000005 ADOLESCENTES ACCEDEN A SERVICIOS DE SALUD PARA PREVENCION DEL EMBARAZO;5000058;Actividad;BRINDAR SERVICIOS DE SALUD PARA PREVENCION DEL EMBARAZO A ADOLESCENTES;;5015901;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;108;838;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000011 TAMIZAJE Y DIAGNOSTICO DE PACIENTES CON CATARATAS;5000109;Actividad;EVALUACION DE TAMIZAJE Y DIAGNOSTICO DE PACIENTES CON CATARATAS;;1549879;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000012 TRATAMIENTO Y CONTROL DE PACIENTES CON CATARATAS;5000110;Actividad;BRINDAR TRATAMIENTO A PACIENTES CON DIAGNOSTICO DE CATARATAS;;388459;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000013 TAMIZAJE Y DIAGNOSTICO DE PACIENTES CON ERRORES REFRACTIVOS;5000111;Actividad;EXAMENES DE TAMIZAJE Y DIAGNOSTICO DE PERSONAS CON ERRORES REFRACTIVOS;;945770;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000014 TRATAMIENTO Y CONTROL DE PACIENTES CON ERRORES REFRACTIVOS;5000112;Actividad;BRINDAR TRATAMIENTO A PACIENTES CON DIAGNOSTICO DE ERRORES REFRACTIVOS;;260331;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000015 VALORACION CLINICA Y TAMIZAJE LABORATORIAL DE ENFERMEDADES CRONICAS NO TRANSMISIBLES;5000113;Actividad;EVALUACION CLINICA Y TAMIZAJE LABORATORIAL DE PERSONAS CON RIESGO DE PADECER ENFERMEDADES CRONICAS NO TRANSMISIBLES;;1663700;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000016 TRATAMIENTO Y CONTROL DE PERSONAS CON HIPERTENSION ARTERIAL;5000114;Actividad;BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE HIPERTENSION ARTERIAL;;1960417;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000017 TRATAMIENTO Y CONTROL DE PERSONAS CON DIABETES;5000115;Actividad;BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE DIABETES MELLITUS;;1665597;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000132 CAMINO DEPARTAMENTAL CON MANTENIMIENTO VIAL;5001447;Actividad;MANTENIMIENTO PERIODICO DE LA RED VIAL DEPARTAMENTAL PAVIMENTADA;;3956589;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000132 CAMINO DEPARTAMENTAL CON MANTENIMIENTO VIAL;5001448;Actividad;MANTENIMIENTO RUTINARIO DE LA RED VIAL DEPARTAMENTAL PAVIMENTADA;;2087363;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000132 CAMINO DEPARTAMENTAL CON MANTENIMIENTO VIAL;5001449;Actividad;MANTENIMIENTO RUTINARIO DE LA RED VIAL DEPARTAMENTAL NO PAVIMENTADA;;3825532;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000132 CAMINO DEPARTAMENTAL CON MANTENIMIENTO VIAL;5002376;Actividad;MANTENIMIENTO PERIODICO DE LA RED VIAL DEPARTAMENTAL NO PAVIMENTADA;;13535450;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000143 USUARIO DE LA VIA CON MAYOR CONOCIMIENTO DE SEGURIDAD VIAL;5001489;Actividad;CAPACITACION A USUARIOS DE LAS VIAS EN TEMAS DE EDUCACION EN SEGURIDAD VIAL;;73000;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000361 FAMILIAS SALUDABLES CON CONOCIMIENTO DE LA PREVENCION DEL CANCER DE CUELLO UTERINO, MAMA, ESTOMAGO, PROSTATA, PULMON COLON, RECTO, HIGADO,;5005998;Actividad;CAPACITACION A ACTORES SOCIALES PARA LA PROMOCION DE PRACTICAS Y ENTORNOS SALUDABLES PARA LA PREVENCION DEL CANCER EN FAMILIAS;;555731;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000365 ATENCION DEL CANCER DE CUELLO UTERINO PARA EL ESTADIAJE Y TRATAMIENTO;5006012;Actividad;DIAGNOSTICO DEL CANCER DE CUELLO UTERINO;;895108;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000365 ATENCION DEL CANCER DE CUELLO UTERINO PARA EL ESTADIAJE Y TRATAMIENTO;5006013;Actividad;TRATAMIENTO DEL CANCER DE CUELLO UTERINO;;6294;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000366 ATENCION DEL CANCER DE MAMA PARA EL ESTADIAJE Y TRATAMIENTO;5006014;Actividad;DIAGNOSTICO DEL CANCER DE MAMA;;1004931;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000366 ATENCION DEL CANCER DE MAMA PARA EL ESTADIAJE Y TRATAMIENTO;5006015;Actividad;TRATAMIENTO DEL CANCER DE MAMA;;632;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000367 ATENCION DEL CANCER DE ESTOMAGO PARA EL ESTADIAJE Y TRATAMIENTO;5006016;Actividad;DIAGNOSTICO DEL CANCER DE ESTOMAGO;;462229;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;109;30;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000368 ATENCION DEL CANCER DE PROSTATA PARA EL DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006018;Actividad;DIAGNOSTICO DEL CANCER DE PROSTATA;;503270;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000368 ATENCION DEL CANCER DE PROSTATA PARA EL DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006019;Actividad;TRATAMIENTO DEL CANCER DE PROSTATA;;790;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000369 ATENCION DEL CANCER DE PULMON QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006020;Actividad;DIAGNOSTICO DEL CANCER DE PULMON;;526;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000369 ATENCION DEL CANCER DE PULMON QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006021;Actividad;TRATAMIENTO DEL CANCER DE PULMON;;673;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000370 ATENCION DEL CANCER DE COLON Y RECTO QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006022;Actividad;DIAGNOSTICO DEL CANCER DE COLON Y RECTO;;2265;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000370 ATENCION DEL CANCER DE COLON Y RECTO QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006023;Actividad;TRATAMIENTO DEL CANCER DE COLON Y RECTO;;500;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000371 ATENCION DEL CANCER DE HIGADO QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006024;Actividad;DIAGNOSTICO DEL CANCER DE HIGADO;;4185;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000372 ATENCION DE LA LEUCEMIA QUE INCLUYE: DIAGNOSTICO Y TRATAMIENTO;5006026;Actividad;DIAGNOSTICO DE LEUCEMIA;;9741;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000373 ATENCION DE LA LINFOMA QUE INCLUYE: DIAGNOSTICO Y TRATAMIENTO;5006028;Actividad;DIAGNOSTICO DE LINFOMA;;4700;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000374 ATENCION DEL CANCER DE PIEL NO MELANOMAS QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006030;Actividad;DIAGNOSTICO DEL CANCER DE PIEL NO MELANOMA;;154296;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000374 ATENCION DEL CANCER DE PIEL NO MELANOMAS QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006031;Actividad;TRATAMIENTO DEL CANCER DE PIEL NO MELANOMA;;521;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000384 AREAS FORESTALES RECUPERADAS QUE CUENTEN CON UN ADECUADO MANEJO FORESTAL Y DE FAUNA SILVESTRE;5004422;Actividad;SENSIBILIZACION A LA POBLACION SOBRE EL USO ADECUADO DE TIERRAS FORESTALES, BOSQUES NATURALES, ECOSISTEMAS FORESTALES, BUEN MANEJO DE;;148658;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000385 INSTITUCIONES EDUCATIVAS CON CONDICIONES PARA EL CUMPLIMIENTO DE HORAS LECTIVAS NORMADAS;5005628;Actividad;CONTRATACION OPORTUNA Y PAGO DEL PERSONAL DOCENTE Y PROMOTORAS DE LAS INSTITUCIONES EDUCATIVAS DE EDUCACION BASICA REGULAR;;1274050234;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000385 INSTITUCIONES EDUCATIVAS CON CONDICIONES PARA EL CUMPLIMIENTO DE HORAS LECTIVAS NORMADAS;5005629;Actividad;CONTRATACION OPORTUNA Y PAGO DEL PERSONAL ADMINISTRATIVO Y DE APOYO DE LAS INSTITUCIONES EDUCATIVAS DE EDUCACION BASICA REGULAR;;50328216;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000385 INSTITUCIONES EDUCATIVAS CON CONDICIONES PARA EL CUMPLIMIENTO DE HORAS LECTIVAS NORMADAS;5005943;Actividad;MANTENIMIENTO Y OPERACION DE LOCALES ESCOLARES DE INSTITUCIONES EDUCATIVAS DE EDUCACION BASICA REGULAR CON CONDICIONES ADECUADAS;;10268375;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000386 DOCENTES PREPARADOS IMPLEMENTAN EL CURRICULO;5005631;Actividad;GESTION DEL CURRICULO;;73380;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000387 ESTUDIANTES DE EDUCACION BASICA REGULAR CUENTAN CON MATERIALES EDUCATIVOS NECESARIOS PARA EL LOGRO DE LOS ESTANDARES DE APRENDIZAJES;5005642;Actividad;DOTACION DE MATERIAL Y RECURSOS EDUCATIVOS PARA ESTUDIANTES DE EDUCACION BASICA REGULAR;;91971;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000387 ESTUDIANTES DE EDUCACION BASICA REGULAR CUENTAN CON MATERIALES EDUCATIVOS NECESARIOS PARA EL LOGRO DE LOS ESTANDARES DE APRENDIZAJES;5005643;Actividad;DOTACION DE MATERIAL Y RECURSOS EDUCATIVOS PARA ESTUDIANTES DE EDUCACION INTERCULTURAL BILINGÜE;;362875;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000387 ESTUDIANTES DE EDUCACION BASICA REGULAR CUENTAN CON MATERIALES EDUCATIVOS NECESARIOS PARA EL LOGRO DE LOS ESTANDARES DE APRENDIZAJES;5005644;Actividad;DOTACION DE MATERIAL Y RECURSOS EDUCATIVOS PARA DOCENTES Y AULAS DE EDUCACION BASICA REGULAR;;136181;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000387 ESTUDIANTES DE EDUCACION BASICA REGULAR CUENTAN CON MATERIALES EDUCATIVOS NECESARIOS PARA EL LOGRO DE LOS ESTANDARES DE APRENDIZAJES;5005645;Actividad;DOTACION DE MATERIAL Y RECURSOS EDUCATIVOS PARA DOCENTES Y AULAS DE EDUCACION INTERCULTURAL BILINGÜE;;323886;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;110;840;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000387 ESTUDIANTES DE EDUCACION BASICA REGULAR CUENTAN CON MATERIALES EDUCATIVOS NECESARIOS PARA EL LOGRO DE LOS ESTANDARES DE APRENDIZAJES;5005647;Actividad;DOTACION DE MATERIAL Y RECURSOS EDUCATIVOS PARA INSTITUCIONES EDUCATIVAS DE EDUCACION BASICA REGULAR;;10152;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;111;841;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000476 VEHICULO HABILITADO PARA EL SERVICIO DE TRANSPORTE DE PERSONAS Y MERCANCIAS;5003405;Actividad;HABILITACIONES OTORGADAS PARA EL SERVICIO DE TRANSPORTE REGIONAL TERRESTRE DE PERSONAS;;832804;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;111;841;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;Programas presupuestales;;3000478 SERVICIOS DE TRANSPORTE TERRESTRE Y COMPLEMENTARIOS FISCALIZADOS;5003418;Actividad;EISCALIZACION AL SERVICIO DE TRANSPORTE TERRESTRE DE PERSONAS;;77000;Localizada en Puno;Sí;;No;7789915
