anexo;archivo_pdf;pagina_pdf;pagina_impresa;nivel_gobierno;codigo_pliego;pliego;departamento;provincia;distrito;categoria_presupuestal;producto;codigo_partida;tipo_partida;concepto;fuente_financiamiento;monto_soles;sector;alcance_territorial;nota;cuadra_el_pliego;diferencia_del_pliego
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5000085;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS;;740048;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5000276;Actividad;GESTION DEL PROGRAMA;;5187558;Planeamiento y gestión administrativa;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5002829;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ATENCION PRE HOSPITALARIA Y EMERGENCIAS;;500;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5004279;Actividad;MONITOREO,SUPERVISION Y EVALUACION DE PRODUCTOS Y ACTIVIDADES EN GESTION DE RIESGO DE DESASTRES;;477309;Gestión del riesgo de desastres;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5004280;Actividad;DESARROLLO DE INSTRUMENTOS ESTRATEGICOS PARA LA GESTION DEL RIESGO DE DESASTRES;;1381657;Gestión del riesgo de desastres;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5004389;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS EN SALUD MATERNO NEONATAL;;21166;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5004424;Actividad;VIGILANCIA, INVESTIGACION Y TECNOLOGIAS EN NUTRICION;;1437315;Educación;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5004425;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS EN NUTRICION;;95795;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5004426;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL DEL PROGRAMA ARTICULADO NUTRICIONAL;;662250;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5004430;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE LA SALUD MATERNO NEONATAL;;18911347;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5004433;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH/SIDA - TUBERCULOSIS;;2330015;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5004434;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS VIH/SIDA Y TUBERCULOSIS;;6100;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5004441;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE PREVENCION Y CONTROL DEL CANCER;;213757;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5004442;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS EN PREVENCION Y CONTROL DEL CANCER;;8000;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5004451;Actividad;DESARROLLO DE NORMAS Y GULAS TECNICAS EN METAXENICAS Y ZOONOSIS;;6600;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5004452;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRANSMISIBLES;;4054734;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5004453;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRANSMISIBLES;;10300;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5005138;Actividad;MONITOREO, SUPERVISION Y EVALUACION DEL PROGRAMA PRESUPUESTAL;;2780;Planeamiento y gestión administrativa;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5005139;Actividad;ASISTENCIA TECNICA Y CAPACITACION;;500;Planeamiento y gestión administrativa;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5005145;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL DEL PROGRAMA PRESUPUESTAL;;8220;Planeamiento y gestión administrativa;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5005183;Actividad;MONITOREO, SUPERVISION, EVALUACION Y CONTROL DEL PROGRAMA EN SALUD MENTAL;;342249;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5005184;Actividad;DESARROLLO DE NORMAS Y GUIAS TECNICAS PARA EL ABORDAJE DE TRASTORNOS MENTALES Y PROBLEMAS DE PSICOSOCIALES;;2280;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5005185;Actividad;ACOMPAÑAMIENTO CLINICO PSICOSOCIAL;;756188;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000001 ACCIONES COMUNES;5005609;Actividad;ASISTENCIA TECNICA Y ACOMPAÑAMIENTO EN GESTION DEL RIESGO DE DESASTRES;;3600;Gestión del riesgo de desastres;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000002 POBLACION INFORMADA SOBRE SALUD SEXUAL, SALUD REPRODUCTIVA Y METODOS DE PLANIFICACION FAMILIAR;5000059;Actividad;BRINDAR INFORMACION SOBRE SALUD SEXUAL, SALUD REPRODUCTIVA Y METODOS DE PLANIFICACION FAMILIAR;;168650;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000004 MUJER TAMIZADA EN CANCER DE CUELLO UTERINO;5006002;Actividad;TAMIZAJE CON PAPANICOLAOU PARA DETECCION DE CANCER DE CUELLO UTERINO;;7195030;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000004 MUJER TAMIZADA EN CANCER DE CUELLO UTERINO;5006003;Actividad;TAMIZAJE CON INSPECCION VISUAL CON ACIDO ACETICO PARA DETECCION DE CANCER DE CUELLO UTERINO;;2291185;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000004 MUJER TAMIZADA EN CANCER DE CUELLO UTERINO;5006004;Actividad;DETECCION MOLECULAR DE VIRUS PAPILOMA HUMANO;;953266;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;57;547;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000005 ADOLESCENTES ACCEDEN A SERVICIOS DE SALUD PARA PREVENCION DEL EMBARAZO;5000058;Actividad;BRINDAR SERVICIOS DE SALUD PARA PREVENCION DEL EMBARAZO A ADOLESCENTES;;255071;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000011 TAMIZAJE Y DIAGNOSTICO DE PACIENTES CON CATARATAS;5000109;Actividad;EVALUACION DE TAMIZAJE Y DIAGNOSTICO DE PACIENTES CON CATARATAS;;1689109;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000012 TRATAMIENTO Y CONTROL DE PACIENTES CON CATARATAS;5000110;Actividad;BRINDAR TRATAMIENTO A PACIENTES CON DIAGNOSTICO DE CATARATAS;;966320;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000013 TAMIZAJE Y DIAGNOSTICO DE PACIENTES CON ERRORES REFRACTIVOS;5000111;Actividad;EXAMENES DE TAMIZAJE Y DIAGNOSTICO DE PERSONAS CON ERRORES REFRACTIVOS;;801402;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000014 TRATAMIENTO Y CONTROL DE PACIENTES CON ERRORES REFRACTIVOS;5000112;Actividad;BRINDAR TRATAMIENTO A PACIENTES CON DIAGNOSTICO DE ERRORES REFRACTIVOS;;202116;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000015 VALORACION CLINICA Y TAMIZAJE LABORATORIAL DE ENFERMEDADES CRONICAS NO TRANSMISIBLES;5000113;Actividad;EVALUACION CLINICA Y TAMIZAJE LABORATORIAL DE PERSONAS CON RIESGO DE PADECER ENFERMEDADES CRONICAS NO TRANSMISIBLES;;8964693;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000016 TRATAMIENTO Y CONTROL DE PERSONAS CON HIPERTENSION ARTERIAL;5000114;Actividad;BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE HIPERTENSION ARTERIAL;;5481307;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000017 TRATAMIENTO Y CONTROL DE PERSONAS CON DIABETES;5000115;Actividad;BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE DIABETES MELLITUS;;5542752;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000065 ACTORES DE LA CADENA AGROALIMENTARIA APLICANDO BUENAS PRACTICAS DE PRODUCCION, HIGIENE, PROCESAMIENTO, ALMACENAMIENTO Y DISTRIBUCION;5001311;Actividad;VIGILANCIA SANITARIA DE ALIMENTOS AGROPECUARIOS PRIMARIOS Y PIENSOS;;34100;Agropecuario y riego;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000132 CAMINO DEPARTAMENTAL CON MANTENIMIENTO VIAL;5001447;Actividad;MANTENIMIENTO PERIODICO DE LA RED VIAL DEPARTAMENTAL PAVIMENTADA;;7705347;Transporte;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000132 CAMINO DEPARTAMENTAL CON MANTENIMIENTO VIAL;5001448;Actividad;MANTENIMIENTO RUTINARIO DE LA RED VIAL DEPARTAMENTAL PAVIMENTADA;;7736016;Transporte;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000132 CAMINO DEPARTAMENTAL CON MANTENIMIENTO VIAL;5001449;Actividad;MANTENIMIENTO RUTINARIO DE LA RED VIAL DEPARTAMENTAL NO PAVIMENTADA;;1558637;Transporte;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000143 USUARIO DE LA VIA CON MAYOR CONOCIMIENTO DE SEGURIDAD VIAL;5001487;Actividad;CAPACITACION EN SEGURIDAD VIAL A CONDUCTORES INFRACTORES;;244689;Transporte;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000361 FAMILIAS SALUDABLES CON CONOCIMIENTO DE LA PREVENCION DEL CANCER DE CUELLO UTERINO, MAMA, ESTOMAGO, PROSTATA, PULMON COLON, RECTO, HIGADO, LEUCEMIA, LINFOMA, PIEL Y OTROS;5005998;Actividad;CAPACITACION A ACTORES SOCIALES PARA LA PROMOCION DE PRACTICAS Y ENTORNOS SALUDABLES PARA LA PREVENCION DEL CANCER EN FAMILIAS;;561302;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000365 ATENCION DEL CANCER DE CUELLO UTERINO PARA EL ESTADIAJE Y TRATAMIENTO;5006012;Actividad;DIAGNOSTICO DEL CANCER DE CUELLO UTERINO;;229365;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000365 ATENCION DEL CANCER DE CUELLO UTERINO PARA EL ESTADIAJE Y TRATAMIENTO;5006013;Actividad;TRATAMIENTO DEL CANCER DE CUELLO UTERINO;;1161262;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000366 ATENCION DEL CANCER DE MAMA PARA EL ESTADIAJE Y TRATAMIENTO;5006014;Actividad;DIAGNOSTICO DEL CANCER DE MAMA;;4085731;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000366 ATENCION DEL CANCER DE MAMA PARA EL ESTADIAJE Y TRATAMIENTO;5006015;Actividad;TRATAMIENTO DEL CANCER DE MAMA;;1435990;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;58;548;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000367 ATENCION DEL CANCER DE ESTOMAGO PARA EL ESTADIAJE Y TRATAMIENTO;5006016;Actividad;DIAGNOSTICO DEL CANCER DE ESTOMAGO;;750114;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000367 ATENCION DEL CANCER DE ESTOMAGO PARA EL ESTADIAJE Y TRATAMIENTO;5006017;Actividad;TRATAMIENTO DEL CANCER DE ESTOMAGO;;222781;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000368 ATENCION DEL CANCER DE PROSTATA PARA EL DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006018;Actividad;DIAGNOSTICO DEL CANCER DE PROSTATA;;116270;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000368 ATENCION DEL CANCER DE PROSTATA PARA EL DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006019;Actividad;TRATAMIENTO DEL CANCER DE PROSTATA;;151030;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000369 ATENCION DEL CANCER DE PULMON QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006020;Actividad;DIAGNOSTICO DEL CANCER DE PULMON;;303973;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000369 ATENCION DEL CANCER DE PULMON QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006021;Actividad;TRATAMIENTO DEL CANCER DE PULMON;;28880;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000370 ATENCION DEL CANCER DE COLON Y RECTO QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006022;Actividad;DIAGNOSTICO DEL CANCER DE COLON Y RECTO;;6803;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000370 ATENCION DEL CANCER DE COLON Y RECTO QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006023;Actividad;TRATAMIENTO DEL CANCER DE COLON Y RECTO;;572217;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000371 ATENCION DEL CANCER DE HIGADO QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006024;Actividad;DIAGNOSTICO DEL CANCER DE HIGADO;;3632;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000371 ATENCION DEL CANCER DE HIGADO QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006025;Actividad;TRATAMIENTO DEL CANCER DE HIGADO;;2913;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000372 ATENCION DE LA LEUCEMIA QUE INCLUYE: DIAGNOSTICO Y TRATAMIENTO;5006026;Actividad;DIAGNOSTICO DE LEUCEMIA;;238760;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000373 ATENCION DE LA LINFOMA QUE INCLUYE: DIAGNOSTICO Y TRATAMIENTO;5006028;Actividad;DIAGNOSTICO DE LINFOMA;;356082;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000373 ATENCION DE LA LINFOMA QUE INCLUYE: DIAGNOSTICO Y TRATAMIENTO;5006029;Actividad;TRATAMIENTO DE LINFOMA;;2700;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000374 ATENCION DEL CANCER DE PIEL NO MELANOMAS QUE INCLUYE: DIAGNOSTICO, ESTADIAJE Y TRATAMIENTO;5006030;Actividad;DIAGNOSTICO DEL CANCER DE PIEL NO MELANOMA;;157424;Salud;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000380 PRODUCTORES AGRICOLAS CON MENOR PRESENCIA DE PLAGAS PRIORIZADAS;5000189;Actividad;CONTROL Y/0 ERRADICACION DE PLAGAS PRIORIZADAS;;48520;Agropecuario y riego;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000385 INSTITUCIONES EDUCATIVAS CON CONDICIONES PARA EL CUMPLIMIENTO DE HORAS LECTIVAS NORMADAS;5005628;Actividad;CONTRATACION OPORTUNA Y PAGO DEL PERSONAL DOCENTE Y PROMOTORAS DE LAS INSTITUCIONES EDUCATIVAS DE EDUCACION BASICA REGULAR;;869403725;Educación;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000385 INSTITUCIONES EDUCATIVAS CON CONDICIONES PARA EL CUMPLIMIENTO DE HORAS LECTIVAS NORMADAS;5005629;Actividad;CONTRATACION OPORTUNA Y PAGO DEL PERSONAL ADMINISTRATIVO Y DE APOYO DE LAS INSTITUCIONES EDUCATIVAS DE EDUCACION BASICA REGULAR;;75176958;Educación;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000385 INSTITUCIONES EDUCATIVAS CON CONDICIONES PARA EL CUMPLIMIENTO DE HORAS LECTIVAS NORMADAS;5005943;Actividad;MANTENIMIENTO Y OPERACION DE LOCALES ESCOLARES DE INSTITUCIONES EDUCATIVAS DE EDUCACION BASICA REGULAR CON CONDICIONES ADECUADAS PARA SU FUNCIONAMIENTO;;18968117;Educación;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000386 DOCENTES PREPARADOS IMPLEMENTAN EL CURRICULO;5005631;Actividad;GESTION DEL CURRICULO;;679220;Educación;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000386 DOCENTES PREPARADOS IMPLEMENTAN EL CURRICULO;5005639;Actividad;REFUERZO ESCOLAR A ESTUDIANTES Y DOCENTES DE INSTITUCIONES EDUCATIVAS DE EDUCACION BASICA REGULAR;;41202;Educación;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000387 ESTUDIANTES DE EDUCACION BASICA REGULAR CUENTAN CON MATERIALES EDUCATIVOS NECESARIOS PARA EL LOGRO DE LOS ESTANDARES DE APRENDIZAJES;5005642;Actividad;DOTACION DE MATERIAL Y RECURSOS EDUCATIVOS PARA ESTUDIANTES DE EDUCACION BASICA REGULAR;;303095;Educación;Localizada en Arequipa;;Sí;0
6;ANEXO-6-1;59;549;Gobierno regional;443;GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA;Arequipa;;;Programas presupuestales;3000387 ESTUDIANTES DE EDUCACION BASICA REGULAR CUENTAN CON MATERIALES EDUCATIVOS NECESARIOS PARA EL LOGRO DE LOS ESTANDARES DE APRENDIZAJES;5005643;Actividad;DOTACION DE MATERIAL Y RECURSOS EDUCATIVOS PARA ESTUDIANTES DE EDUCACION INTERCULTURAL BILINGÜE;;33336;Educación;Localizada en Arequipa;;Sí;0
